Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR14044352704969441281,Friends of David A. Welter,Registered in US-IL 32191,US,,10,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07530493978303528961,LOPEZ FOR SANTA ANA CITY COUNCIL 2020,Registered in US-CA 1426455,US,,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14187804887533748225,SHANNON RUSSELL,,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11802586725161631745,FPÖ | Freiheitliche Arbeitnehmer Niederösterreich (FA),,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,9,0,1900,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR03495268712179564545,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES P E O P L E,FEC ID C00011114,US,,140,852800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17262487071826640897,Abel Leonardo Freidemberg,,AR,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0
AR03112462743853072385,PEACEHEALTH,EIN ID 91-0565889,US,,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00299298678672195585,ELEICAO 2022 ANTONIO BIAGIO VESPOLI DEPUTADO ESTADUAL,,BR,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
AR14240797224823947265,PRIORITIES USA ACTION AND SMP,"EIN ID 27-2896127, EIN ID 37-1635320",US,,36,510500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04792305404862267393,NICOLO OROZCO,Registered in US-CA 1432327,US,,12,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18225698668378324993,DAVID STRAZ FOR MAYOR,EIN ID 82-5389885,US,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12063541482003365889,ELEICAO 2022 EXPEDITO GONCALVES FERREIRA JUNIOR SENADOR,,BR,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0
AR08754247465080717313,Scott Ziegler,,US,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17579107216164651009,Aaron Smith for State Representative,Registered in US-IL 3696311,US,,10,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07807705255080099841,ELEICAO 2022 CLAUDIO GASPAR DOTTORI DEPUTADO FEDERAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR02093265630122737665,BVB / FREIE WÄHLER,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,4,0,1750,0,100,1500,0,20000,250,250,0,0,0,0,0,0,0,0,0,0
AR13636014083781165057,Derek France,,US,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13032168345120538625,Michael Hermann Leo Cramm,,"AT, DE",,13,0,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01475702109516070913,VÄNSTERPARTIET ÖSTERGÖTLAND,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,62,0,19650,0,0,0,500,0,0,0,208000,0,0,0,0,0,0,0,0,0
AR04281755701719597057,Jason George Falinski,,AU,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,25650,0,0,0,0,0
AR01093194452438089729,FELIPE MARTIN FOR ELK GROVE CITY COUNCIL 2022,EIN ID 87-2936865,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09226633806818050049,Everytown for Gun Safety Victory,EIN ID 81-3928802,US,,107,548800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18184795083478401025,Jose Pascual Cortes,,ES,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00679758357904490497,"BlueGreen Alliance, Inc.",EIN ID 26-4086284,US,,1,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14784548330834755585,Robin Stevens Campaign,Registered in US-NE ,US,,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09383953511068205057,Rahul Kumar,,IN,,1,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09462538218445471745,OSMACK FOR MISSOURI,FEC ID C00650994,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02067080073512484865,Tabcorp Wagering (Vic) Pty Ltd,,AU,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0
AR13925626408610037761,EMPIRE STATE VOICES INC,EIN ID 92-2925787,US,,39,169100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18224271502285471745,喜福資訊,,TW,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0
AR12609110080734887937,To support Scott Wehrli for elective office,Registered in US-IL 38592,US,,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05602953337788956673,PRAMILA FOR CONGRESS,FEC ID C00605592,US,,184,46600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14118504009664823297,ajeet singh,,IN,,5,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02544270525148954625,ELEICAO 2022 MAURO CESAR LARA DE BARROS DEPUTADO FEDERAL,,BR,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0
AR13325764269296320513,CDU-Kreisverband Herford,,DE,,21,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07477518614724083713,New Yorkers Together,EIN ID 46-3535222,US,,5,53700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03435076566592258049,域動行銷股份有限公司,,"AT, BG, CY, CZ, DE, FI, FR, GR, HR, IT, LU, NL, PL, RO, SE, TW",,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,0,0,0,0
AR07483913511790182401,CONSUMER ENERGY ALLIANCE INC,EIN ID 26-1658339,US,,2,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13457724528125804545,STATES UNITED ACTION INC,EIN ID 86-1686219,US,,17,38700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03834704684866600961,DOBSON FOR CONGRESS,FEC ID C00855494,US,,3,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06760378442023174145,MOBILIZE LLC,EIN ID 83-2069069,US,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09163285444383735809,COUNTERPOINT BUSINESS SERVICES LLC,EIN ID 83-2853152,US,,6,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03483496309900443649,Dr. Márki-Zay Péter,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,15770,0,611250,0,100,1500,500,216300000,250,17250,1000,0,0,0,0,0,0,0,0,0
AR01398515637331951617,ELEICAO 2022 URSULA VIDAL SANTIAGO DE MENDONCA DEPUTADO FEDERAL,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR06945026026745364481,VINCENT MORALES,EIN ID 84-2256073,US,,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18419036793006456833,FRIENDS OF LUCY MCBATH,FEC ID C00672295,US,,82,256800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00509681432554110977,Eleição 2022 Marcos Vinícius Dias Ramos Guerreiro Dp Federal,,BR,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0
AR18055353118593384449,FAZIT Communication GmbH,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,295,0,10100,0,800,3000,500,20000,5500,2250,1000,50,0,0,0,0,0,0,0,0
AR10533925025977729025,Liberalerna Örebro kommun,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,418,0,18600,0,100,1500,500,20000,250,250,195000,0,0,0,0,0,0,0,0,0
AR07465077503216844801,LUCIO ANTONIO MOSQUINI,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0
AR14742248194368864257,John McGovern Campaign,EIN ID 47-3982267,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12327818241429733377,NICHOLAS TYLOCH,,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00833641332403601409,MATT MAYBERRY FOR CONGRESS,FEC ID C00735001,US,,4,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02566766601772728321,Friends of Megan Sullivan,EIN ID 86-2290784,US,,1,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07091818182037471233,ELEICAO 2022 DAVID MUNIZ DINIZ DEPUTADO FEDERAL,,BR,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR12313316782570995713,NEW HAMPSHIRE DEMOCRATIC PARTY,FEC ID C00178038,US,,43,141500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15168267031251255297,מפלגת העבודה הישראלית,,IL,,27,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0
AR01710154066283200513,Orbit Interactive Inc,EIN ID 46-3421004,US,,17,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00340999924898332673,DSCC,FEC ID C00042366,US,,1821,23480100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06936018827490623489,"BEATY, HOWARD",Registered in US-AR 345178,US,,22,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15897021001678979073,MATTHEW SCOTT LEHMAN,EIN ID 81-3518183,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17582528346594476033,NELSON FOR SENATE,Registered in US-NY A23446,US,,57,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13746814413132791809,Paul Manicone,,US,,5,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13418919292448014337,UPGROW DIGITAL S.R.L.,,RO,,116,0,6100,0,0,0,0,0,0,29750,0,0,0,0,0,0,0,0,0,0
AR06309306064470802433,LEADERSHIP FOR OHIO FUND,EIN ID 92-2678973,US,,19,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14345364594556403713,Omar Din for Assembly 2024,Registered in US-CA 1465109,US,,4,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07374449295224733697,ELEICAO 2022 KEYDSON QUARESMA GOMES DEPUTADO FEDERAL,,BR,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
AR12939317130775494657,"ARCADE CITY, INC.",EIN ID 81-1577950,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15384771728437673985,FACTS AND FAIRNESS PAC,EIN ID 85-2894999,US,,41,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17703151918987083777,Oklahomans for Madison,FEC ID C00792184,US,,66,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00123427773720035329,Cindy Gustafson To Elect For Placer County Supervisor-District 5-2020,EIN ID 83-4525950,US,,2,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15330728532909228033,"RAY, JUSTIN F.",Registered in US-TX 00083168,US,,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18014600338585157633,Friends of Tanner Magee,EIN ID 88-3225456,US,,20,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00116719618919235585,DIRETORIO REGIONAL DO PARTIDO LIBERAL NO ESTADO DO RIO DE JANEIRO,,BR,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0
AR13096225720756076545,PAULA VILLESCAZ FOR ASSEMBLY 2024,EIN ID 92-1842033,US,,2,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09449027419563360257,ALEX PADILLA FOR SENATE,FEC ID C00765164,US,,28,471500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11827330134833102849,EQUALITY CALIFORNIA VOTES,EIN ID 83-4313403,US,,2,15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05321460700172779521,SCHREINER FOR LEGISLATURE % CASEY SCHREINER,EIN ID 92-0804669,US,,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11723165083277197313,Pablo Petrecca,,AR,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345000,0,0
AR03738058059461689345,Socialni demokrati (SD),,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,263,0,12950,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR07708250923654447105,FRIENDS OF PAUL FERRO,EIN ID 83-2333865,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05818523759329411073,ΝΙΚΗ ΑΡΑΜΠΑΤΖΗ,,GR,,2,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01898594416365404161,DENUCCI FOR SENATE,EIN ID 88-1259001,US,,7,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14916196431441166337,WILLIAM RIVERA NYC,EIN ID 85-3239713,US,,5,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06640415332521476097,ELEICAO 2022 DAVID JOSE BUENO GOMES DEPUTADO FEDERAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0
AR09240886466811265025,The Uluru Dialogues,,AU,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,132000,0,0,0,0,0
AR16328318662605799425,Greater New Orleans Housing Alliance Inc,EIN ID 46-2122510,US,,2,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08072807404141543425,Cindy Golding for Iowa House,Registered in US-IA SWGA50057,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13044203565038436353,Biuro Poselskie Posła na Sejm RP Zbigniewa Ziobro,,PL,,31,0,950,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0,0,0
AR04823016860570091521,Κατσούλης Αθανάσιος,,"BE, BG, CY, CZ, DE, ES, FI, FR, GR, IT, LU, MT, NL, PL, RO, SE, SK",,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02599052386332835841,ADAM SCHLEIFER FOR CONGRESS,FEC ID C00728600,US,,65,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01937878867314212865,ELEICAO 2022 WESLEY VIEIRA SATHLER DEPUTADO FEDERAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
AR14862534182332006401,LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR07354853592836079617,GIOVANNI CAPRIGLIONE,Registered in US-TX 00065973,US,,9,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09022860011172265985,KIRK DEVIERE CAMPAIGN COMMITTEE,Registered in US-NC ,US,,5,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15373315092154155009,"NRDC ACTION FUND, INC.",EIN ID 13-3976062,US,,59,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01810158497120124929,Charles Graham,,US,,9,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08104849165839761409,MAJORITY FORWARD,EIN ID 47-4368320,US,,9,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03870655382200254465,ELEICAO 2022 ELIAS GOMES DA SILVA DEPUTADO FEDERAL,,BR,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0
AR03604296491348262913,ELEICAO 2022 SUEDILSON PEDRO DE OLIVEIRA DEPUTADO FEDERAL,,BR,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
AR16067995334676054017,GETTING THINGS DONE PC,EIN ID 82-4390899,US,,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10417301339448016897,DAVID CHIU FOR ASSEMBLY 2020,Registered in US-CA ,US,,4,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11305320874829152257,Norberto Gumercindo Aramayo Corregidor,,AR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0
AR04381262225587830785,Renee Humphrey,,US,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12579499957720973313,DAVID KIM FOR CONGRESS - CA,FEC ID C00795658,US,,14,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05776306670351155201,Campaign Fund of Andrew Myers,EIN ID 84-5052024,US,,23,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16303506052421255169,OHIO FEDERATION OF TEACHERS,EIN ID 31-4269484,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06620675594109583361,Travis M. Griffin,,US,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07728719638275555329,Liberal Alliance Nordjyllands Storkreds,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,27,0,2100,0,0,0,15500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR13439216689413619713,ANDY HOLLEMAN,Registered in US-AK ,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03598006288404971521,Andrea Salinas for Oregon,FEC ID C00793703,US,,1,19600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07244515401965502465,OUR NJ,Registered in US-NJ ,US,,14,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03228323266233892865,Los Angeles Police Protective League Issues PAC,Registered in US-CA ,US,,29,33700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00605634163042680833,New Mexico Rocks,EIN ID 85-3032232,US,,4,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09828027497109782529,Friends of Kenn Knarr,Registered in US-VA ,US,,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08425847874717220865,Partito Democratico della Liguria,,"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,9,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08350149110484959233,SUZETTE MARTINEZ VALLADARES FOR ASSEMBLY,EIN ID 84-2930961,US,,14,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04477053430946332673,ORANGE COUNTY ASIAN AND PACIFIC ISLANDER COMMUNITY ALLIANCE INC,EIN ID 91-2047245,US,,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05738061326610071553,MONIQUE FOR NYC,EIN ID 83-2310915,US,,5,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18125907336638758913,Palli Theodora,,GR,,15,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01917285014525968385,Monika Afzali Rubin,,DK,,4,0,250,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11200256594560417793,JACOB KUPIN FOR DISTRICT 19,EIN ID 92-3882095,US,,7,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08544584891314995201,Mladen Dimitrov Zhelev,,BG,,2,0,150,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02829058811430436865,SPD Idstein,,DE,,9,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18374317456081551361,FRIENDS OF TARA ZRINSKI,Registered in US-PA 20200078,US,,27,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17316815968579616769,TANYA ORTIZ FRANKLIN FOR SCHOOL BOARD 2020,Registered in US-CA ,US,,3,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02781328805510250497,Lapin Kokoomus ry,,"AT, BE, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,5,0,1400,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR08997829835124375553,ELEICAO 2022 LEANDRO RUFINO MARQUES DEPUTADO ESTADUAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR15715123845293670401,Alexander Reinhard,,US,,8,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06277113154283503617,MB Media Group LLC,EIN ID 86-1744631,US,,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10991510291937755137,ELECT MICHELLE ROMERO,EIN ID 82-3863525,US,,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17473597530607452161,FLORIDIANS FOR TAX FAIRNESS,EIN ID 83-1803485,US,,2,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14649431958237478913,Peter Whish-Wilson,,AU,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,57900,0,0,0,0,0
AR14637174190294171649,JOHN COOPER FOR NASHVILLE,EIN ID 83-4401778,US,,19,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01684821661976625153,NEED TO IMPEACH,FEC ID C00658526,US,,97,35500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17202847190314123265,Steve Gray for Congress,,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04714583126918037505,JENNIFER CARNAHAN FOR CONGRESS,FEC ID C00809400,US,,3,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01224945219942744065,Theodora Tzakri,,"BE, DE, DK, FR, GR, IT, NL, SE",,10,0,1000,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR16300631104392527873,BRYAN BERGHOEF FOR CONGRESS,FEC ID C00712950,US,,13,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14076168929345011713,ELEICAO 2022 LUIZ GOULARTE ALVES DEPUTADO FEDERAL,,BR,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61500,0,0,0
AR05421060304572252161,BENNETT FOR SC SENATE,EIN ID 45-3618499,US,,5,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02622175871779209217,ELEICAO 2022 BRUNO BASTOS LESSA DEPUTADO ESTADUAL,,BR,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500,0,0,0
AR16326024050558107649,CIATTARELLI FOR GOVERNOR,Registered in US-NJ ,US,,25,1329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10237157354353197057,DALIA FOR CONGRESS,EIN ID 84-4058308,US,,6,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02619215436721422337,ELEICAO 2022 MOISES CRUZ VIEIRA DEPUTADO ESTADUAL,,BR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0
AR00675254758277120001,MAC WALKER FOR HISD,EIN ID 87-2284360,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13501105999917875201,Ad Empower Network,EIN ID 85-2017884,US,,11,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06204438734222393345,SEARCH FOR BUSINESSES LLC,EIN ID 84-2971142,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16074325841592451073,Waterschap Vechtstromen,,"DE, NL, PL",,16,0,6450,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR07929662844314845185,Cerebral Digital Inc.,EIN ID 32-0610273,US,,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12341329040311844865,MARY FOR CT,FEC ID C00675678,US,,5,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07340363129093619713,"Derrick Anderson for VA, Inc.",FEC ID C00791574,US,,19,14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06621132166313017345,NINA TURNER FOR US,FEC ID C00764423,US,,109,330900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10070524168140488705,SHARI MACKIN FOR DISTRICT 3 CITY COUNCIL 2020,Registered in US-CA 1426068,US,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04851855160781045761,luiz castro,,BR,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0
AR09222422402405761025,The Family Leader Inc,EIN ID 42-1469051,US,,2,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11502668849644306433,FRIENDS OF AIMEE WINDER NEWTON,EIN ID 84-2922537,US,,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05073955753677553665,Wellington City Council,,"BE, DE, DK, ES, FR, HU, IE, IT, NL, NZ, PL, RO",,4,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0
AR15406277694840635393,Doughty Committee,Registered in US-MA ,US,,89,88700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07926810745512132609,OZ FOR CONGRESS,FEC ID C00721290,US,,4,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03007106096570564609,ELEICAO 2022 JOAO CARLOS SOARES GURGEL DEPUTADO FEDERAL,,BR,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
